bom_title,budget,cast,filmmakers,genres,gross_domestic,gross_international,gross_worldwide,input_title,input_year,opening_weekend,release_date,runtime_minutes,source_url
Shiva Baby,,"[{'actor': 'Emma Seligman', 'role': 'Director'}, {'actor': 'Emma Seligman', 'role': 'Writer'}, {'actor': 'Kieran Altmann', 'role': 'Producer'}, {'actor': 'Katie Schiller', 'role': 'Producer'}, {'actor': 'Emma Seligman', 'role': 'Producer'}, {'actor': 'Lizzie Shapiro', 'role': 'Producer'}, {'actor': 'Ariel Marx', 'role': 'Composer'}, {'actor': 'Maria Rusche', 'role': 'Cinematographer'}, {'actor': 'Hanna Park', 'role': 'Editor'}, {'actor': 'Cheyenne Ford', 'role': 'Production Designer'}, {'actor': 'Rachel Sennott', 'role': 'Danielle See more'}, {'actor': 'Danny Deferrari', 'role': 'Max See more'}, {'actor': 'Fred Melamed', 'role': 'Joel See more'}, {'actor': 'Polly Draper', 'role': 'Debbie See more'}]","[{'name': 'Emma Seligman', 'role': 'Director'}, {'name': 'Emma Seligman', 'role': 'Writer'}, {'name': 'Kieran Altmann', 'role': 'Producer'}, {'name': 'Katie Schiller', 'role': 'Producer'}, {'name': 'Emma Seligman', 'role': 'Producer'}, {'name': 'Lizzie Shapiro', 'role': 'Producer'}, {'name': 'Ariel Marx', 'role': 'Composer'}, {'name': 'Maria Rusche', 'role': 'Cinematographer'}, {'name': 'Hanna Park', 'role': 'Editor'}, {'name': 'Cheyenne Ford', 'role': 'Production Designer'}, {'name': 'Rachel Sennott', 'role': 'Danielle See more'}, {'name': 'Danny Deferrari', 'role': 'Max See more'}, {'name': 'Fred Melamed', 'role': 'Joel See more'}, {'name': 'Polly Draper', 'role': 'Debbie See more'}]",Comedy Drama,204435,297612,502047,Shiva Baby,2023,7160,"April 2, 2021 (Domestic)",77,https://www.boxofficemojo.com/title/tt11317142/
A Compassionate Spy,,"[{'actor': 'Steve James', 'role': 'Director'}, {'actor': 'Steve James', 'role': 'Producer'}, {'actor': 'David Lindorff', 'role': 'Producer'}, {'actor': 'Mark Mitten', 'role': 'Producer'}, {'actor': 'Tom Bergmann', 'role': 'Cinematographer'}, {'actor': 'Joan Hall', 'role': 'Self See more'}, {'actor': 'Ted Hall', 'role': 'Self See more'}, {'actor': 'Joseph Albright', 'role': 'Self See more'}]","[{'name': 'Steve James', 'role': 'Director'}, {'name': 'Steve James', 'role': 'Producer'}, {'name': 'David Lindorff', 'role': 'Producer'}, {'name': 'Mark Mitten', 'role': 'Producer'}, {'name': 'Tom Bergmann', 'role': 'Cinematographer'}, {'name': 'Joan Hall', 'role': 'Self See more'}, {'name': 'Ted Hall', 'role': 'Self See more'}, {'name': 'Joseph Albright', 'role': 'Self See more'}]",Biography Documentary History,34502,,34502,A Compassionate Spy,2023,6889,"August 4, 2023 (Domestic)",101,https://www.boxofficemojo.com/title/tt21376858/
Ransomed,,"[{'actor': 'Kim Seong-hun', 'role': 'Director'}, {'actor': 'Yeo Jung-mi', 'role': 'Writer'}, {'actor': 'Kim Jung-yeon', 'role': 'Writer'}, {'actor': 'Seong Chang-yeon', 'role': 'Producer'}, {'actor': 'Karim Debbagh', 'role': 'Producer'}, {'actor': 'Mowg', 'role': 'Composer'}, {'actor': 'Kim Tae-sung', 'role': 'Cinematographer'}, {'actor': 'Ha Jung-woo', 'role': 'Min-joon See more'}, {'actor': 'Ju Ji-hoon', 'role': 'Pan-soo See more'}, {'actor': 'Im Hyeong-gook', 'role': 'Oh Jae-seok See more'}, {'actor': 'Kim Eung-soo', 'role': 'Director See more'}]","[{'name': 'Kim Seong-hun', 'role': 'Director'}, {'name': 'Yeo Jung-mi', 'role': 'Writer'}, {'name': 'Kim Jung-yeon', 'role': 'Writer'}, {'name': 'Seong Chang-yeon', 'role': 'Producer'}, {'name': 'Karim Debbagh', 'role': 'Producer'}, {'name': 'Mowg', 'role': 'Composer'}, {'name': 'Kim Tae-sung', 'role': 'Cinematographer'}, {'name': 'Ha Jung-woo', 'role': 'Min-joon See more'}, {'name': 'Ju Ji-hoon', 'role': 'Pan-soo See more'}, {'name': 'Im Hyeong-gook', 'role': 'Oh Jae-seok See more'}, {'name': 'Kim Eung-soo', 'role': 'Director See more'}]",Action Comedy Drama Mystery Thriller,142101,7959533,8101634,Ransomed,2023,45447,"August 2, 2023 (South Korea)",132,https://www.boxofficemojo.com/title/tt27795356/
What Comes Around,,"[{'actor': 'Amy Redford', 'role': 'Director'}, {'actor': 'Scott Organ', 'role': 'Writer'}, {'actor': 'Amy Redford', 'role': 'Producer'}, {'actor': 'Lynda Weinman', 'role': 'Producer'}, {'actor': 'Eden Wurmfeld', 'role': 'Producer'}, {'actor': 'Craig Wedren', 'role': 'Composer'}, {'actor': 'Bobby Bukowski', 'role': 'Cinematographer'}, {'actor': 'Emelie Mahdavian', 'role': 'Editor'}, {'actor': 'Jonas Sappington', 'role': 'Production Designer'}, {'actor': 'Summer Phoenix', 'role': 'Beth See more'}, {'actor': 'Grace Van Dien', 'role': 'Anna See more'}, {'actor': 'Kyle Gallner', 'role': 'Eric See more'}, {'actor': 'Jesse Garcia', 'role': 'Tim See more'}]","[{'name': 'Amy Redford', 'role': 'Director'}, {'name': 'Scott Organ', 'role': 'Writer'}, {'name': 'Amy Redford', 'role': 'Producer'}, {'name': 'Lynda Weinman', 'role': 'Producer'}, {'name': 'Eden Wurmfeld', 'role': 'Producer'}, {'name': 'Craig Wedren', 'role': 'Composer'}, {'name': 'Bobby Bukowski', 'role': 'Cinematographer'}, {'name': 'Emelie Mahdavian', 'role': 'Editor'}, {'name': 'Jonas Sappington', 'role': 'Production Designer'}, {'name': 'Summer Phoenix', 'role': 'Beth See more'}, {'name': 'Grace Van Dien', 'role': 'Anna See more'}, {'name': 'Kyle Gallner', 'role': 'Eric See more'}, {'name': 'Jesse Garcia', 'role': 'Tim See more'}]",Drama Mystery Thriller,5935,,5935,What Comes Around,2023,4496,"August 4, 2023 (Domestic)",85,https://www.boxofficemojo.com/title/tt21389338/
Dreamin' Wild,,"[{'actor': 'Bill Pohlad', 'role': 'Director'}, {'actor': 'Steven Kurutz', 'role': 'Writer'}, {'actor': 'Bill Pohlad', 'role': 'Writer'}, {'actor': 'Jim Burke', 'role': 'Producer'}, {'actor': 'Bill Pohlad', 'role': 'Producer'}, {'actor': 'Kim Roth', 'role': 'Producer'}, {'actor': 'Karl Spoerri', 'role': 'Producer'}, {'actor': 'Viviana Vezzani', 'role': 'Producer'}, {'actor': 'Leopold Ross', 'role': 'Composer'}, {'actor': 'Arnaud Potier', 'role': 'Cinematographer'}, {'actor': 'Annette Davey', 'role': 'Editor'}, {'actor': 'Jona Tochet', 'role': 'Production Designer'}, {'actor': 'Walton Goggins', 'role': 'Joe See more'}, {'actor': 'Noah Jupe', 'role': 'Teenage Donnie See more'}, {'actor': 'Zooey Deschanel', 'role': 'Nancy See more'}, {'actor': 'Casey Affleck', 'role': 'Donnie See more'}]","[{'name': 'Bill Pohlad', 'role': 'Director'}, {'name': 'Steven Kurutz', 'role': 'Writer'}, {'name': 'Bill Pohlad', 'role': 'Writer'}, {'name': 'Jim Burke', 'role': 'Producer'}, {'name': 'Bill Pohlad', 'role': 'Producer'}, {'name': 'Kim Roth', 'role': 'Producer'}, {'name': 'Karl Spoerri', 'role': 'Producer'}, {'name': 'Viviana Vezzani', 'role': 'Producer'}, {'name': 'Leopold Ross', 'role': 'Composer'}, {'name': 'Arnaud Potier', 'role': 'Cinematographer'}, {'name': 'Annette Davey', 'role': 'Editor'}, {'name': 'Jona Tochet', 'role': 'Production Designer'}, {'name': 'Walton Goggins', 'role': 'Joe See more'}, {'name': 'Noah Jupe', 'role': 'Teenage Donnie See more'}, {'name': 'Zooey Deschanel', 'role': 'Nancy See more'}, {'name': 'Casey Affleck', 'role': 'Donnie See more'}]",Biography Drama Music,296290,,296290,Dreamin' Wild,2023,136391,"August 4, 2023 (Domestic)",111,https://www.boxofficemojo.com/title/tt10245106/
Meg 2: The Trench,,"[{'actor': 'Ben Wheatley', 'role': 'Director'}, {'actor': 'Jon Hoeber', 'role': 'Writer'}, {'actor': 'Erich Hoeber', 'role': 'Writer'}, {'actor': 'Dean Georgaris', 'role': 'Writer'}, {'actor': 'Steve Alten', 'role': 'Writer'}, {'actor': 'Belle Avery', 'role': 'Producer'}, {'actor': 'Lorenzo di Bonaventura', 'role': 'Producer'}, {'actor': 'Harry Gregson-Williams', 'role': 'Composer'}, {'actor': 'Haris Zambarloukos', 'role': 'Cinematographer'}, {'actor': 'Jonathan Amos', 'role': 'Editor'}, {'actor': 'Chris Lowe', 'role': 'Production Designer'}, {'actor': 'Jason Statham', 'role': 'Jonas Taylor See more'}, {'actor': 'Jing Wu', 'role': 'Jiuming Zhang See more'}, {'actor': 'Shuya Sophia Cai', 'role': 'Meiying See more'}, {'actor': 'Cliff Curtis', 'role': 'Mac See more'}]","[{'name': 'Ben Wheatley', 'role': 'Director'}, {'name': 'Jon Hoeber', 'role': 'Writer'}, {'name': 'Erich Hoeber', 'role': 'Writer'}, {'name': 'Dean Georgaris', 'role': 'Writer'}, {'name': 'Steve Alten', 'role': 'Writer'}, {'name': 'Belle Avery', 'role': 'Producer'}, {'name': 'Lorenzo di Bonaventura', 'role': 'Producer'}, {'name': 'Harry Gregson-Williams', 'role': 'Composer'}, {'name': 'Haris Zambarloukos', 'role': 'Cinematographer'}, {'name': 'Jonathan Amos', 'role': 'Editor'}, {'name': 'Chris Lowe', 'role': 'Production Designer'}, {'name': 'Jason Statham', 'role': 'Jonas Taylor See more'}, {'name': 'Jing Wu', 'role': 'Jiuming Zhang See more'}, {'name': 'Shuya Sophia Cai', 'role': 'Meiying See more'}, {'name': 'Cliff Curtis', 'role': 'Mac See more'}]",Action Adventure Horror Sci-Fi Thriller,82600317,315900000,398500317,Meg 2: The Trench,2023,30002735,"August 2, 2023 (APAC, EMEA)",116,https://www.boxofficemojo.com/title/tt9224104/
Teenage Mutant Ninja Turtles: Mutant Mayhem,,"[{'actor': 'Jeff Rowe', 'role': 'Director'}, {'actor': 'Kyler Spears', 'role': 'Director'}, {'actor': 'Seth Rogen', 'role': 'Writer'}, {'actor': 'Evan Goldberg', 'role': 'Writer'}, {'actor': 'Jeff Rowe', 'role': 'Writer'}, {'actor': 'Dan Hernandez', 'role': 'Writer'}, {'actor': 'Benji Samit', 'role': 'Writer'}, {'actor': ""Brendan O'Brien"", 'role': 'Writer'}, {'actor': 'Peter Laird', 'role': 'Writer'}, {'actor': 'Kevin Eastman', 'role': 'Writer'}, {'actor': 'Evan Goldberg', 'role': 'Producer'}, {'actor': 'Seth Rogen', 'role': 'Producer'}, {'actor': 'James Weaver', 'role': 'Producer'}, {'actor': 'Trent Reznor', 'role': 'Composer'}, {'actor': 'Atticus Ross', 'role': 'Composer'}, {'actor': 'Kent Seki', 'role': 'Cinematographer'}, {'actor': 'Greg Levitan', 'role': 'Editor'}, {'actor': 'Yashar Kassai', 'role': 'Production Designer'}, {'actor': 'Micah Abbey', 'role': 'Donatello See more'}, {'actor': 'Shamon Brown Jr.', 'role': 'Michelangelo See more'}, {'actor': 'Nicolas Cantu', 'role': 'Leonardo See more'}, {'actor': 'Brady Noon', 'role': 'Raphael See more'}]","[{'name': 'Jeff Rowe', 'role': 'Director'}, {'name': 'Kyler Spears', 'role': 'Director'}, {'name': 'Seth Rogen', 'role': 'Writer'}, {'name': 'Evan Goldberg', 'role': 'Writer'}, {'name': 'Jeff Rowe', 'role': 'Writer'}, {'name': 'Dan Hernandez', 'role': 'Writer'}, {'name': 'Benji Samit', 'role': 'Writer'}, {'name': ""Brendan O'Brien"", 'role': 'Writer'}, {'name': 'Peter Laird', 'role': 'Writer'}, {'name': 'Kevin Eastman', 'role': 'Writer'}, {'name': 'Evan Goldberg', 'role': 'Producer'}, {'name': 'Seth Rogen', 'role': 'Producer'}, {'name': 'James Weaver', 'role': 'Producer'}, {'name': 'Trent Reznor', 'role': 'Composer'}, {'name': 'Atticus Ross', 'role': 'Composer'}, {'name': 'Kent Seki', 'role': 'Cinematographer'}, {'name': 'Greg Levitan', 'role': 'Editor'}, {'name': 'Yashar Kassai', 'role': 'Production Designer'}, {'name': 'Micah Abbey', 'role': 'Donatello See more'}, {'name': 'Shamon Brown Jr.', 'role': 'Michelangelo See more'}, {'name': 'Nicolas Cantu', 'role': 'Leonardo See more'}, {'name': 'Brady Noon', 'role': 'Raphael See more'}]",Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,118700272,63235246,181935518,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,28007544,"August 2, 2023 (Domestic, EMEA)",99,https://www.boxofficemojo.com/title/tt8589698/
CatVideoFest 2023,,"[{'actor': 'Will Braden', 'role': 'Director'}, {'actor': 'Will Braden', 'role': 'Producer'}]","[{'name': 'Will Braden', 'role': 'Director'}, {'name': 'Will Braden', 'role': 'Producer'}]",Comedy,608599,,608599,CatVideoFest 2023,2023,122214,"August 4, 2023 (Domestic)",73,https://www.boxofficemojo.com/title/tt28285532/
Met Summer Encore: Il Trovatore,,,,,,,,Met Summer Encore: Il Trovatore,2023,,"August 2, 2023 (Domestic)",164,https://www.boxofficemojo.com/title/tt27615382/
The Teachers' Lounge,,"[{'actor': 'Ilker Çatak', 'role': 'Director'}, {'actor': 'Johannes Duncker', 'role': 'Writer'}, {'actor': 'Ilker Çatak', 'role': 'Writer'}, {'actor': 'Ingo Fliess', 'role': 'Producer'}, {'actor': 'Marvin Miller', 'role': 'Composer'}, {'actor': 'Judith Kaufmann', 'role': 'Cinematographer'}, {'actor': 'Gesa Jäger', 'role': 'Editor'}, {'actor': 'Zazie Knepper', 'role': 'Production Designer'}, {'actor': 'Leonie Benesch', 'role': 'Carla Nowak See more'}, {'actor': 'Anne-Kathrin Gummich', 'role': 'Dr. Bettina Böhm See more'}, {'actor': 'Rafael Stachowiak', 'role': 'Milosz Dudek See more'}, {'actor': 'Michael Klammer', 'role': 'Thomas Liebenwerda See more'}]","[{'name': 'Ilker Çatak', 'role': 'Director'}, {'name': 'Johannes Duncker', 'role': 'Writer'}, {'name': 'Ilker Çatak', 'role': 'Writer'}, {'name': 'Ingo Fliess', 'role': 'Producer'}, {'name': 'Marvin Miller', 'role': 'Composer'}, {'name': 'Judith Kaufmann', 'role': 'Cinematographer'}, {'name': 'Gesa Jäger', 'role': 'Editor'}, {'name': 'Zazie Knepper', 'role': 'Production Designer'}, {'name': 'Leonie Benesch', 'role': 'Carla Nowak See more'}, {'name': 'Anne-Kathrin Gummich', 'role': 'Dr. Bettina Böhm See more'}, {'name': 'Rafael Stachowiak', 'role': 'Milosz Dudek See more'}, {'name': 'Michael Klammer', 'role': 'Thomas Liebenwerda See more'}]",Drama,628218,5079224,5707442,Heathers,2023,14611,"May 5, 2023 (Germany)",98,https://www.boxofficemojo.com/title/tt26612950/
UFC 291: Poirier vs. Gaethje 2,,"[{'actor': 'Anthony Giordano', 'role': 'Director'}, {'actor': 'Jon Anik', 'role': 'Self - Play-By-Play Announcer See more'}, {'actor': 'Maycee Barber', 'role': 'Self - Audience Member See more'}, {'actor': 'Jan Blachowicz', 'role': 'Self See more'}, {'actor': 'Chrissy Blair', 'role': 'Self - Octagon Girl See more'}]","[{'name': 'Anthony Giordano', 'role': 'Director'}, {'name': 'Jon Anik', 'role': 'Self - Play-By-Play Announcer See more'}, {'name': 'Maycee Barber', 'role': 'Self - Audience Member See more'}, {'name': 'Jan Blachowicz', 'role': 'Self See more'}, {'name': 'Chrissy Blair', 'role': 'Self - Octagon Girl See more'}]",Sport,308825,,308825,UFC 291: Poirier vs. Gaethje 2,2023,308825,"July 29, 2023 (Domestic)",180,https://www.boxofficemojo.com/title/tt27716694/
Shortcomings,,"[{'actor': 'Randall Park', 'role': 'Director'}, {'actor': 'Adrian Tomine', 'role': 'Writer'}, {'actor': 'Jennifer Berman', 'role': 'Producer'}, {'actor': 'Howard Cohen', 'role': 'Producer'}, {'actor': ""Eric d'Arbeloff"", 'role': 'Producer'}, {'actor': 'Michael Golamco', 'role': 'Producer'}, {'actor': 'Margot Hand', 'role': 'Producer'}, {'actor': 'Hieu Ho', 'role': 'Producer'}, {'actor': 'Randall Park', 'role': 'Producer'}, {'actor': 'Gene Back', 'role': 'Composer'}, {'actor': 'Santiago Gonzalez', 'role': 'Cinematographer'}, {'actor': 'Robert Nassau', 'role': 'Editor'}, {'actor': 'Bill Boes', 'role': 'Production Designer'}, {'actor': 'Justin H. Min', 'role': 'Ben See more'}, {'actor': 'Sherry Cola', 'role': 'Alice See more'}, {'actor': 'Ally Maki', 'role': 'Miko See more'}, {'actor': 'Tavi Gevinson', 'role': 'Autumn See more'}]","[{'name': 'Randall Park', 'role': 'Director'}, {'name': 'Adrian Tomine', 'role': 'Writer'}, {'name': 'Jennifer Berman', 'role': 'Producer'}, {'name': 'Howard Cohen', 'role': 'Producer'}, {'name': ""Eric d'Arbeloff"", 'role': 'Producer'}, {'name': 'Michael Golamco', 'role': 'Producer'}, {'name': 'Margot Hand', 'role': 'Producer'}, {'name': 'Hieu Ho', 'role': 'Producer'}, {'name': 'Randall Park', 'role': 'Producer'}, {'name': 'Gene Back', 'role': 'Composer'}, {'name': 'Santiago Gonzalez', 'role': 'Cinematographer'}, {'name': 'Robert Nassau', 'role': 'Editor'}, {'name': 'Bill Boes', 'role': 'Production Designer'}, {'name': 'Justin H. Min', 'role': 'Ben See more'}, {'name': 'Sherry Cola', 'role': 'Alice See more'}, {'name': 'Ally Maki', 'role': 'Miko See more'}, {'name': 'Tavi Gevinson', 'role': 'Autumn See more'}]",Comedy Drama Romance,675257,10769,686026,Shortcomings,2023,300949,"August 4, 2023 (Domestic)",92,https://www.boxofficemojo.com/title/tt14483774/
The Mistress,,"[{'actor': 'Greg Pritikin', 'role': 'Director'}, {'actor': 'Greg Pritikin', 'role': 'Writer'}, {'actor': 'Gül Karakiz', 'role': 'Producer'}, {'actor': 'Rob Paris', 'role': 'Producer'}, {'actor': 'Mike Witherill', 'role': 'Producer'}, {'actor': 'Arturo Rodriguez', 'role': 'Composer'}, {'actor': 'Antonio Riestra', 'role': 'Cinematographer'}, {'actor': 'Michael Palmerio', 'role': 'Editor'}, {'actor': 'Greg Pritikin', 'role': 'Editor'}, {'actor': 'Alexis Johnson', 'role': 'Production Designer'}, {'actor': 'John Magaro', 'role': 'Parker See more'}, {'actor': 'Chasten Harmon', 'role': 'Madeline See more'}, {'actor': 'Aylya Marzolf', 'role': 'Rebecca See more'}, {'actor': 'Kat Cunning', 'role': 'Dawn See more'}]","[{'name': 'Greg Pritikin', 'role': 'Director'}, {'name': 'Greg Pritikin', 'role': 'Writer'}, {'name': 'Gül Karakiz', 'role': 'Producer'}, {'name': 'Rob Paris', 'role': 'Producer'}, {'name': 'Mike Witherill', 'role': 'Producer'}, {'name': 'Arturo Rodriguez', 'role': 'Composer'}, {'name': 'Antonio Riestra', 'role': 'Cinematographer'}, {'name': 'Michael Palmerio', 'role': 'Editor'}, {'name': 'Greg Pritikin', 'role': 'Editor'}, {'name': 'Alexis Johnson', 'role': 'Production Designer'}, {'name': 'John Magaro', 'role': 'Parker See more'}, {'name': 'Chasten Harmon', 'role': 'Madeline See more'}, {'name': 'Aylya Marzolf', 'role': 'Rebecca See more'}, {'name': 'Kat Cunning', 'role': 'Dawn See more'}]",Horror Thriller,,61766,61766,The Mistress,2023,,"July 28, 2023 (Domestic)",106,https://www.boxofficemojo.com/title/tt13780990/
War Pony,,"[{'actor': 'Gina Gammell', 'role': 'Director'}, {'actor': 'Riley Keough', 'role': 'Director'}, {'actor': 'Franklin Sioux Bob', 'role': 'Writer'}, {'actor': 'Bill Reddy', 'role': 'Writer'}, {'actor': 'Gina Gammell', 'role': 'Writer'}, {'actor': 'Riley Keough', 'role': 'Writer'}, {'actor': 'Val Abel', 'role': 'Producer'}, {'actor': 'Sacha Ben Harroche', 'role': 'Producer'}, {'actor': 'Bear Damen', 'role': 'Producer'}, {'actor': 'Salim El Arja', 'role': 'Producer'}, {'actor': 'Gina Gammell', 'role': 'Producer'}, {'actor': 'Bert Hamelinck', 'role': 'Producer'}, {'actor': 'Riley Keough', 'role': 'Producer'}, {'actor': 'Michael Manasseri', 'role': 'Producer'}, {'actor': 'Sergey Shtern', 'role': 'Producer'}, {'actor': 'Elaine Thomas', 'role': 'Producer'}, {'actor': 'Willi White', 'role': 'Producer'}, {'actor': 'Ryan Zacarias', 'role': 'Producer'}, {'actor': 'Mato Standing Soldier', 'role': 'Composer'}, {'actor': 'Christopher Stracey', 'role': 'Composer'}, {'actor': 'David Gallego', 'role': 'Cinematographer'}, {'actor': 'Affonso Gonçalves', 'role': 'Editor'}, {'actor': 'Eduardo Serrano', 'role': 'Editor'}, {'actor': 'Scott Dougan', 'role': 'Production Designer'}, {'actor': 'Terry Watson', 'role': 'Production Designer'}, {'actor': 'Stanley Good Voice Elk', 'role': 'Dusty See more'}, {'actor': 'Jojo Bapteise Whiting', 'role': 'Bill See more'}, {'actor': 'Steven Hawk', 'role': 'Steven See more'}, {'actor': 'Wilma Colhof', 'role': 'Mama See more'}]","[{'name': 'Gina Gammell', 'role': 'Director'}, {'name': 'Riley Keough', 'role': 'Director'}, {'name': 'Franklin Sioux Bob', 'role': 'Writer'}, {'name': 'Bill Reddy', 'role': 'Writer'}, {'name': 'Gina Gammell', 'role': 'Writer'}, {'name': 'Riley Keough', 'role': 'Writer'}, {'name': 'Val Abel', 'role': 'Producer'}, {'name': 'Sacha Ben Harroche', 'role': 'Producer'}, {'name': 'Bear Damen', 'role': 'Producer'}, {'name': 'Salim El Arja', 'role': 'Producer'}, {'name': 'Gina Gammell', 'role': 'Producer'}, {'name': 'Bert Hamelinck', 'role': 'Producer'}, {'name': 'Riley Keough', 'role': 'Producer'}, {'name': 'Michael Manasseri', 'role': 'Producer'}, {'name': 'Sergey Shtern', 'role': 'Producer'}, {'name': 'Elaine Thomas', 'role': 'Producer'}, {'name': 'Willi White', 'role': 'Producer'}, {'name': 'Ryan Zacarias', 'role': 'Producer'}, {'name': 'Mato Standing Soldier', 'role': 'Composer'}, {'name': 'Christopher Stracey', 'role': 'Composer'}, {'name': 'David Gallego', 'role': 'Cinematographer'}, {'name': 'Affonso Gonçalves', 'role': 'Editor'}, {'name': 'Eduardo Serrano', 'role': 'Editor'}, {'name': 'Scott Dougan', 'role': 'Production Designer'}, {'name': 'Terry Watson', 'role': 'Production Designer'}, {'name': 'Stanley Good Voice Elk', 'role': 'Dusty See more'}, {'name': 'Jojo Bapteise Whiting', 'role': 'Bill See more'}, {'name': 'Steven Hawk', 'role': 'Steven See more'}, {'name': 'Wilma Colhof', 'role': 'Mama See more'}]",Drama,,252064,252064,War Pony,2023,,"May 10, 2023 (France)",115,https://www.boxofficemojo.com/title/tt16227002/
